Track ID,Track Name,Artist,Album,Release Date,Genre,Popularity,Explicit,Danceability,Energy,Key,Key_Mode,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature,Artist_Followers
SP-004565,Winter Storm Remix,Musician_Country_014,Album_Musician_Country_014_03,2014-06-24,Country,54,False,0.7944,0.49,9,A-Major,-7.8785,1,0.0079,0.3314,0.0143,0.1504,0.4358,139.3,220930,4,375370
SP-004566,Sunset Boulevard Acoustic,Musician_Hip-Hop_014,Album_Musician_Hip-Hop_014_07,2017-03-09,Hip-Hop,65,True,0.7128,0.7593,9,A-Major,-2.8518,1,0.3677,0.1248,0.0046,0.0887,0.2985,50.0,205417,4,8861
SP-004567,Purple Haze,Musician_Hip-Hop_002,Album_Musician_Hip-Hop_002_03,2020-03-25,Hip-Hop,90,False,0.8132,0.8617,6,F#-Minor,-8.127,0,0.2119,0.0,0.0,0.0884,0.7443,78.7,156647,4,1162
SP-004568,Diamond Eyes Remix,Musician_Pop_006,Album_Musician_Pop_006_04,2022-03-14,Pop,94,False,0.7272,0.7298,8,G#-Major,-4.913,1,0.0292,0.2475,0.0212,0.2332,0.5743,102.7,165142,4,8967
SP-004569,River Flow Live,Musician_Rock_001,Album_Musician_Rock_001_07,2017-01-15,Rock,67,False,0.4339,0.8328,6,F#-Major,-9.2168,1,0.0877,0.3126,0.126,0.1002,0.5195,157.9,186859,4,156088
SP-004570,Velvet Sky Live,Musician_Classical_019,Album_Musician_Classical_019_07,2021-02-02,Classical,21,False,0.406,0.0369,9,A-Major,-20.9473,1,0.0168,0.6928,0.3364,0.1838,0.2305,74.2,205870,4,31
SP-004571,Fading Light,Musician_Rock_015,Album_Musician_Rock_015_06,2023-06-29,Rock,96,False,0.1599,0.7344,5,F-Major,-5.5872,1,0.0826,0.2592,0.0,0.0463,0.4283,147.2,161571,4,3597
SP-004572,Endless Summer,Musician_Pop_010,Album_Musician_Pop_010_07,2019-01-31,Pop,59,False,0.8551,0.6821,0,C-Minor,-10.3583,0,0.0804,0.0801,0.0,0.3185,0.2893,127.4,177657,4,8247
SP-004573,Iron Heart,Musician_Pop_008,Album_Musician_Pop_008_04,2017-06-05,Pop,57,True,0.7157,0.6801,5,F-Major,-4.1365,1,0.0814,0.1592,0.0051,0.177,0.4209,134.1,193547,4,711457
SP-004574,Iron Heart,Musician_R&B_013,Album_Musician_R&B_013_04,2023-09-27,R&B,45,False,0.6612,0.6154,9,A-Minor,-13.3268,0,0.1758,0.589,0.0205,0.1462,0.5002,50.0,183439,4,15245
SP-004575,Golden Hour Radio Edit,Musician_Electronic_005,Album_Musician_Electronic_005_05,2018-01-17,Electronic,65,False,0.6335,0.8282,8,G#-Major,-5.3067,1,0.0363,0.0152,0.2873,0.1441,0.2978,122.9,205152,4,30196487
SP-004576,Rising Sun Acoustic,Musician_Hip-Hop_008,Album_Musician_Hip-Hop_008_07,2019-12-20,Hip-Hop,77,False,0.7879,0.6874,7,G-Major,-4.6083,1,0.0579,0.0,0.0311,0.2257,0.9522,86.6,247783,4,58530
SP-004577,Summer Breeze Remix,Musician_Electronic_017,Album_Musician_Electronic_017_02,2021-12-10,Electronic,91,False,0.7846,0.7853,3,D#-Major,-4.8777,1,0.0392,0.0563,0.2723,0.1598,0.2027,154.3,232719,4,22905
SP-004578,Iron Heart Live,Musician_Latin_010,Album_Musician_Latin_010_03,2018-06-12,Latin,97,False,0.7928,0.5894,4,E-Minor,-1.2418,0,0.0541,0.6233,0.0395,0.2774,0.5922,104.4,201231,4,35415
SP-004579,Autumn Leaves,Musician_Electronic_005,Album_Musician_Electronic_005_03,2014-03-19,Electronic,57,False,0.7577,0.9091,9,A-Major,-2.7561,1,0.031,0.0,0.2114,0.2811,0.3382,124.8,166841,4,30196487
SP-004580,Silent Echo,Musician_Metal_011,Album_Musician_Metal_011_06,2022-07-11,Metal,70,False,0.6189,0.8581,11,B-Major,-5.7083,1,0.0096,0.0297,0.0,0.2489,0.2697,183.5,281462,4,1125152
SP-004581,Crystal Rain Remix,Musician_Hip-Hop_005,Album_Musician_Hip-Hop_005_01,2017-03-19,Hip-Hop,23,False,0.8531,0.5804,4,E-Major,-3.2762,1,0.1409,0.2293,0.0115,0.1569,0.7649,64.4,201002,4,1063
SP-004582,Golden Hour Live,Musician_Hip-Hop_007,Album_Musician_Hip-Hop_007_07,2022-12-18,Hip-Hop,42,False,0.7722,0.7946,2,D-Major,-7.9895,1,0.1669,0.0756,0.043,0.1395,0.1991,100.6,183887,4,70966
SP-004583,Sapphire Sky,Musician_R&B_010,Album_Musician_R&B_010_01,2020-11-06,R&B,88,True,0.5156,0.3727,3,D#-Major,-7.0881,1,0.1566,0.4409,0.0241,0.0961,0.5038,56.1,194093,4,73
SP-004584,Diamond Eyes,Musician_Pop_010,Album_Musician_Pop_010_02,2020-02-10,Pop,64,False,0.5658,0.4537,3,D#-Major,-5.8675,1,0.0583,0.0,0.004,0.1431,0.5589,143.8,162835,4,8247
SP-004585,Desert Storm,Musician_Hip-Hop_008,Album_Musician_Hip-Hop_008_05,2023-12-01,Hip-Hop,48,False,0.9117,0.7294,9,A-Minor,-4.0274,0,0.207,0.0229,0.0,0.2665,0.4246,129.9,225862,4,58530
SP-004586,Frozen Lake Acoustic,Musician_Latin_009,Album_Musician_Latin_009_02,2020-10-31,Latin,63,False,1.0,0.6929,10,A#-Major,-5.4976,1,0.0318,0.2815,0.0,0.337,0.6968,103.0,271388,4,89287
SP-004587,Winter Storm,Musician_Latin_006,Album_Musician_Latin_006_02,2015-09-13,Latin,83,False,0.6851,0.5468,6,F#-Minor,-5.7568,0,0.096,0.297,0.0005,0.3178,0.4982,83.8,181615,4,74
SP-004588,Ocean Wave,Musician_Rock_004,Album_Musician_Rock_004_01,2022-11-08,Rock,37,True,0.3802,0.6894,10,A#-Minor,-2.394,0,0.0,0.0,0.0,0.2219,0.6094,120.7,234083,5,24395
SP-004589,Wild Heart Acoustic,Musician_Latin_009,Album_Musician_Latin_009_03,2014-05-07,Latin,50,False,0.8124,0.7576,8,G#-Major,-8.8651,1,0.0,0.3754,0.0016,0.3634,0.6311,89.7,184847,4,89287
SP-004590,Eternal Flame,Musician_Metal_008,Album_Musician_Metal_008_06,2022-11-12,Metal,17,False,0.22,0.8765,5,F-Minor,-6.1838,0,0.0527,0.0096,0.0462,0.2907,0.1381,170.3,190849,4,21385
SP-004591,Purple Haze Remix,Musician_Hip-Hop_009,Album_Musician_Hip-Hop_009_02,2019-05-07,Hip-Hop,59,False,0.7504,0.7955,8,G#-Minor,-9.0442,0,0.0667,0.1917,0.0,0.0443,0.3256,92.0,188149,4,7988
SP-004592,Midnight Dreams,Musician_Electronic_010,Album_Musician_Electronic_010_06,2019-07-01,Electronic,25,False,0.6806,0.6234,8,G#-Minor,-3.1521,0,0.0,0.0996,0.0,0.2169,0.3728,130.0,146937,3,1059
SP-004593,Shadow Dance,Musician_R&B_003,Album_Musician_R&B_003_01,2023-11-12,R&B,57,True,0.7679,0.4097,2,D-Minor,-8.6196,0,0.0832,0.4187,0.0512,0.0,0.4,114.8,174121,4,47921
SP-004594,Cherry Blossom Live,Musician_Rock_013,Album_Musician_Rock_013_02,2019-12-28,Rock,41,False,0.4659,0.7304,0,C-Major,-3.7896,1,0.0244,0.0,0.2445,0.1622,0.2976,191.5,209670,4,4081
SP-004595,Eternal Flame Remix,Musician_Rock_004,Album_Musician_Rock_004_04,2016-09-21,Rock,77,False,0.5884,0.973,5,F-Major,-1.3904,1,0.0845,0.0,0.1225,0.2657,0.8077,152.5,300573,4,24395
SP-004596,Spring Rain Radio Edit,Musician_Classical_014,Album_Musician_Classical_014_03,2017-06-23,Classical,93,True,0.2323,0.0,8,G#-Minor,-21.363,0,0.0953,0.9588,0.3213,0.0577,0.1743,90.7,360114,4,177173
SP-004597,Purple Haze Remix,Musician_Electronic_013,Album_Musician_Electronic_013_01,2020-09-04,Electronic,64,False,0.7501,0.8595,10,A#-Major,-2.6024,1,0.0805,0.0,0.5104,0.0,0.1843,133.1,192384,4,98447
SP-004598,Eternal Flame Live,Musician_Pop_007,Album_Musician_Pop_007_01,2021-03-19,Pop,39,False,0.8435,0.8761,0,C-Major,-6.8975,1,0.0244,0.0,0.0363,0.175,0.8883,136.6,191505,4,160172
SP-004599,Eternal Flame,Musician_Pop_007,Album_Musician_Pop_007_01,2019-08-03,Pop,48,False,0.8054,0.7213,2,D-Minor,-7.9177,0,0.1028,0.3854,0.0822,0.2044,0.4046,59.2,167227,4,160172
SP-004600,Sapphire Sky,Musician_Classical_009,Album_Musician_Classical_009_04,2014-06-13,Classical,38,True,0.2108,0.1516,4,E-Major,-19.6574,1,0.0,0.7204,0.6428,0.1299,0.369,105.4,344905,4,233665
SP-004601,Thunder Road Live,Musician_Classical_023,Album_Musician_Classical_023_07,2014-08-10,Classical,29,True,0.3728,0.2475,8,G#-Minor,-20.1077,0,0.0392,0.9203,0.7216,0.1333,0.0,50.0,468715,4,143
SP-004602,Broken Glass Extended Mix,Musician_Electronic_016,Album_Musician_Electronic_016_05,2021-07-03,Electronic,79,False,0.7653,0.847,3,D#-Major,-3.904,1,0.0705,0.0631,0.3954,0.042,0.236,148.7,299079,4,2638
SP-004603,Ruby Tuesday,Musician_Country_015,Album_Musician_Country_015_06,2015-08-17,Country,29,False,0.5644,0.3832,0,C-Major,-7.7224,1,0.0561,0.8862,0.0,0.0251,0.4773,70.1,157677,4,88345
SP-004604,Endless Summer,Musician_Country_001,Album_Musician_Country_001_04,2016-05-12,Country,67,False,0.5183,0.7749,2,D-Major,-10.5829,1,0.0654,0.0255,0.0159,0.2055,0.2428,133.2,226593,4,869
SP-004605,Ruby Tuesday,Musician_Jazz_020,Album_Musician_Jazz_020_03,2017-04-01,Jazz,37,False,0.3926,0.1048,9,A-Minor,-11.6808,0,0.0186,0.3828,0.261,0.2744,0.3993,127.4,183141,4,14666
SP-004606,City Lights,Musician_Pop_011,Album_Musician_Pop_011_02,2020-06-17,Pop,29,False,0.929,0.5808,11,B-Major,-6.8776,1,0.0967,0.1635,0.0,0.1443,0.6606,131.4,168180,4,2932
SP-004607,Midnight Dreams,Musician_Country_005,Album_Musician_Country_005_05,2017-10-21,Country,61,False,0.5163,0.7033,11,B-Major,-7.6617,1,0.0747,0.4775,0.0,0.2077,0.5238,115.3,222077,4,30115
SP-004608,Golden Hour,Musician_Pop_005,Album_Musician_Pop_005_04,2016-12-03,Pop,45,True,0.8897,0.7332,0,C-Major,-5.0929,1,0.0952,0.4106,0.018,0.0,0.7259,122.0,153150,4,107
SP-004609,Eternal Flame,Musician_Electronic_020,Album_Musician_Electronic_020_01,2014-09-27,Electronic,69,False,0.7775,0.8476,7,G-Major,-8.8826,1,0.006,0.0602,0.2224,0.2115,0.2934,121.0,254423,4,223212
SP-004610,Winter Storm,Musician_R&B_018,Album_Musician_R&B_018_03,2016-04-03,R&B,47,False,0.4663,0.433,10,A#-Major,-6.3018,1,0.1272,0.3825,0.0,0.1899,0.5907,121.3,218166,4,32412
SP-004611,Ocean Wave Remix,Musician_Rock_005,Album_Musician_Rock_005_02,2015-11-22,Rock,47,False,0.525,0.5826,5,F-Major,-9.8089,1,0.0195,0.1147,0.0309,0.3537,0.5583,180.7,283055,4,602
SP-004612,Electric Pulse,Musician_Electronic_018,Album_Musician_Electronic_018_01,2020-01-02,Electronic,74,False,0.7022,0.8034,10,A#-Minor,-9.7134,0,0.0391,0.046,0.0,0.1257,0.5117,114.9,271923,4,1760
SP-004613,Frozen Lake,Musician_Rock_020,Album_Musician_Rock_020_01,2015-01-24,Rock,33,False,0.5049,0.7315,10,A#-Major,-4.3594,1,0.1001,0.1746,0.0,0.41,0.7337,112.5,225519,4,606657
SP-004614,Crimson Tide,Musician_Pop_002,Album_Musician_Pop_002_07,2016-11-17,Pop,58,False,0.7317,0.4577,6,F#-Major,-12.0368,1,0.0765,0.2442,0.0361,0.1056,0.6594,127.4,215568,4,28967
SP-004615,Diamond Eyes Acoustic,Musician_Jazz_013,Album_Musician_Jazz_013_05,2022-06-13,Jazz,32,True,0.3334,0.0778,10,A#-Minor,-9.1545,0,0.0,0.7441,0.8872,0.0,0.0875,150.9,364331,4,94753
SP-004616,Sunset Boulevard,Musician_Rock_004,Album_Musician_Rock_004_05,2018-06-29,Rock,76,True,0.2925,0.7036,6,F#-Minor,-5.6561,0,0.0343,0.0555,0.0015,0.0434,0.5676,198.3,174134,4,24395
SP-004617,Winter Storm Live,Musician_R&B_011,Album_Musician_R&B_011_06,2016-08-22,R&B,77,False,0.5305,0.5879,2,D-Major,-7.0637,1,0.1136,0.5467,0.0159,0.0961,0.2283,132.7,218871,5,2390
SP-004618,Winter Storm Remix,Musician_Hip-Hop_004,Album_Musician_Hip-Hop_004_01,2015-10-07,Hip-Hop,78,False,0.83,0.6919,11,B-Major,-6.6682,1,0.2848,0.0924,0.0086,0.2445,0.4656,59.1,234645,4,28927
SP-004619,Lost Highway Extended Mix,Musician_Pop_012,Album_Musician_Pop_012_06,2023-07-05,Pop,65,True,0.6733,0.7208,4,E-Major,-9.7648,1,0.1226,0.186,0.0531,0.2572,0.4517,127.2,213137,4,49784
SP-004620,Silver Lining Remix,Musician_Latin_007,Album_Musician_Latin_007_02,2020-08-24,Latin,46,True,0.6134,0.6718,5,F-Major,-6.3041,1,0.131,0.4499,0.0,0.1715,0.8187,126.6,224773,4,49927
SP-004621,Summer Breeze Acoustic,Musician_Metal_004,Album_Musician_Metal_004_03,2017-02-24,Metal,56,False,0.3953,0.8105,2,D-Major,-5.5957,1,0.1605,0.0,0.0,0.126,0.4542,113.6,247948,4,510
SP-004622,Starlight Remix,Musician_Rock_004,Album_Musician_Rock_004_02,2014-02-11,Rock,46,True,0.4882,0.731,11,B-Major,-7.1893,1,0.0668,0.2124,0.0744,0.0235,0.2113,105.9,305903,4,24395
SP-004623,Frozen Lake Radio Edit,Musician_R&B_015,Album_Musician_R&B_015_03,2014-04-24,R&B,60,False,0.6466,0.5592,11,B-Major,-6.4122,1,0.1168,0.1071,0.0135,0.2185,0.4839,132.0,208268,4,46436
SP-004624,Sapphire Sky,Musician_Pop_009,Album_Musician_Pop_009_07,2017-09-30,Pop,69,False,0.7947,0.7181,11,B-Minor,-4.98,0,0.0643,0.2261,0.0924,0.2167,0.3763,96.7,236350,4,21563
SP-004625,Paper Walls Acoustic,Musician_Latin_001,Album_Musician_Latin_001_01,2023-09-19,Latin,48,False,0.7648,0.5877,6,F#-Minor,-6.4298,0,0.1118,0.1239,0.0,0.2238,0.9525,130.6,192239,4,5010
SP-004626,Purple Haze,Musician_Jazz_003,Album_Musician_Jazz_003_04,2019-06-05,Jazz,42,True,0.6971,0.7941,0,C-Major,-11.357,1,0.0411,0.3406,0.0024,0.139,0.8257,75.4,306123,4,87358
SP-004627,Silent Echo Acoustic,Musician_Pop_002,Album_Musician_Pop_002_03,2020-03-02,Pop,75,False,0.796,0.6205,5,F-Major,-4.5287,1,0.0784,0.0,0.0099,0.1065,0.4633,130.1,187965,4,28967
SP-004628,Ruby Tuesday Acoustic,Musician_Electronic_019,Album_Musician_Electronic_019_02,2021-05-08,Electronic,96,True,0.6976,0.9023,7,G-Major,-2.8541,1,0.0743,0.0,0.4287,0.1332,0.1934,121.0,245350,4,14683
SP-004629,Neon Lights,Musician_Hip-Hop_012,Album_Musician_Hip-Hop_012_05,2017-06-23,Hip-Hop,87,False,0.8943,0.581,5,F-Minor,-4.2431,0,0.3137,0.0778,0.0,0.0808,0.528,119.4,299592,4,612061
SP-004630,River Flow Extended Mix,Musician_Pop_001,Album_Musician_Pop_001_02,2022-06-21,Pop,37,False,0.6621,0.7053,3,D#-Major,-10.0766,1,0.1242,0.0337,0.0,0.1388,0.4884,129.2,202835,4,79704
SP-004631,Northern Lights,Musician_Pop_003,Album_Musician_Pop_003_06,2017-11-07,Pop,56,False,0.5641,0.7339,11,B-Major,-9.1339,1,0.0624,0.3404,0.0,0.2525,0.2421,120.5,154243,4,79256
SP-004632,City Lights,Musician_Pop_009,Album_Musician_Pop_009_05,2017-03-20,Pop,63,False,0.6957,0.4668,11,B-Major,-7.0641,1,0.0837,0.2998,0.0275,0.2794,0.6627,124.3,213915,4,21563
SP-004633,Moonlight Sonata Acoustic,Musician_Pop_004,Album_Musician_Pop_004_03,2015-09-15,Pop,79,False,0.8514,0.9194,8,G#-Major,-9.7033,1,0.0558,0.3994,0.0735,0.1569,0.5921,81.6,60000,4,70
SP-004634,Paper Walls,Musician_Rock_013,Album_Musician_Rock_013_04,2020-05-06,Rock,28,False,0.6727,0.8007,9,A-Minor,-6.3191,0,0.0276,0.1575,0.2329,0.256,0.2113,135.7,252104,4,4081
SP-004635,Iron Heart,Musician_Rock_019,Album_Musician_Rock_019_03,2022-07-24,Rock,48,False,0.6491,0.8881,9,A-Major,-10.1929,1,0.0666,0.085,0.0,0.2669,0.7121,131.3,235503,5,2509365
SP-004636,Neon Lights,Musician_Pop_008,Album_Musician_Pop_008_07,2016-06-16,Pop,67,False,0.7407,0.7302,3,D#-Minor,-8.1418,0,0.128,0.1173,0.041,0.2374,0.8122,143.7,159528,4,711457
SP-004637,Burning Flame,Musician_Country_001,Album_Musician_Country_001_06,2021-01-06,Country,60,False,0.5442,0.4824,5,F-Minor,-7.9663,0,0.0881,0.1987,0.0291,0.2064,0.6233,152.5,230324,4,869
SP-004638,Purple Haze Remix,Musician_Pop_008,Album_Musician_Pop_008_01,2017-01-14,Pop,76,True,0.6006,0.701,6,F#-Major,-5.187,1,0.0831,0.1969,0.0,0.2246,0.6727,143.2,188750,4,711457
SP-004639,Shadow Dance Live,Musician_Hip-Hop_011,Album_Musician_Hip-Hop_011_04,2015-11-29,Hip-Hop,89,False,0.6913,0.8799,10,A#-Minor,-6.2584,0,0.3082,0.0,0.0204,0.0784,0.8808,88.7,198364,3,144418
SP-004640,Purple Haze,Musician_Classical_009,Album_Musician_Classical_009_02,2021-07-17,Classical,31,False,0.3111,0.237,10,A#-Major,-23.0125,1,0.0282,0.8217,0.942,0.0249,0.761,56.2,416472,4,233665
SP-004641,Crystal Rain Radio Edit,Musician_Hip-Hop_010,Album_Musician_Hip-Hop_010_04,2022-06-05,Hip-Hop,94,False,0.8187,0.7773,9,A-Minor,-4.3491,0,0.3888,0.0989,0.0,0.2745,0.3777,101.0,270780,4,165328
SP-004642,Golden Hour,Musician_Rock_006,Album_Musician_Rock_006_04,2015-02-07,Rock,54,False,0.3696,0.8535,4,E-Minor,-0.7005,0,0.0931,0.1178,0.1153,0.3247,0.8085,113.8,161090,4,485442
SP-004643,Cherry Blossom Live,Musician_R&B_012,Album_Musician_R&B_012_04,2022-04-09,R&B,53,False,0.5672,0.4926,4,E-Major,-8.3021,1,0.068,0.657,0.0,0.1849,0.6923,129.7,241426,4,8573
SP-004644,Velvet Sky,Musician_Electronic_013,Album_Musician_Electronic_013_05,2016-05-09,Electronic,89,False,0.788,0.752,6,F#-Minor,-7.0558,0,0.0837,0.0366,0.2695,0.091,0.2766,119.8,280056,4,98447
SP-004645,Electric Pulse,Musician_Classical_020,Album_Musician_Classical_020_05,2018-03-15,Classical,44,False,0.5202,0.1462,8,G#-Major,-24.4766,1,0.0172,0.9452,0.5511,0.1599,0.2309,63.3,60000,4,1261
SP-004646,Northern Lights Live,Musician_Jazz_012,Album_Musician_Jazz_012_05,2018-03-26,Jazz,46,False,0.7218,0.2776,2,D-Major,-18.2047,1,0.0427,0.6051,0.3648,0.1217,0.0,93.3,279422,4,285242
SP-004647,Midnight Dreams Live,Musician_Jazz_020,Album_Musician_Jazz_020_06,2016-07-16,Jazz,46,False,0.6663,0.482,7,G-Major,-19.2762,1,0.061,1.0,0.3642,0.2233,0.5088,74.0,235215,4,14666
SP-004648,Sapphire Sky Remix,Musician_Metal_016,Album_Musician_Metal_016_03,2023-08-09,Metal,67,False,0.6168,0.9546,11,B-Minor,-3.5901,0,0.1128,0.0007,0.2251,0.2051,0.2699,178.5,300880,3,3819
SP-004649,Silent Echo,Musician_Electronic_006,Album_Musician_Electronic_006_02,2019-09-01,Electronic,54,False,0.5206,0.4954,8,G#-Major,-4.2357,1,0.0,0.028,0.3243,0.2275,0.2982,114.5,176422,4,5299
SP-004650,Iron Heart,Musician_Electronic_001,Album_Musician_Electronic_001_03,2020-11-13,Electronic,55,False,0.9791,0.8322,6,F#-Minor,-7.5551,0,0.0801,0.0364,0.4227,0.1186,0.4514,119.3,257973,4,7013
SP-004651,Thunder Road,Musician_Electronic_011,Album_Musician_Electronic_011_05,2020-12-23,Electronic,48,False,0.8578,0.754,11,B-Major,-5.8914,1,0.119,0.0351,0.447,0.2232,0.2377,128.5,278618,4,30768
SP-004652,Sunset Boulevard Radio Edit,Musician_R&B_017,Album_Musician_R&B_017_04,2018-03-11,R&B,60,False,0.5517,0.327,2,D-Major,-4.3298,1,0.0191,0.2991,0.0179,0.2303,0.5247,80.8,239992,4,15164
SP-004653,Purple Haze,Musician_Hip-Hop_011,Album_Musician_Hip-Hop_011_04,2017-06-02,Hip-Hop,83,False,1.0,0.4456,5,F-Minor,-4.8547,0,0.0,0.0654,0.0171,0.2203,0.5526,115.5,189768,4,144418
SP-004654,Burning Flame,Musician_Jazz_013,Album_Musician_Jazz_013_03,2019-06-05,Jazz,26,False,0.5655,0.4438,3,D#-Major,-17.217,1,0.047,0.508,0.3609,0.1808,0.1464,106.0,246862,4,94753
SP-004655,Fading Light,Musician_Classical_012,Album_Musician_Classical_012_05,2016-04-12,Classical,31,False,0.1729,0.1609,5,F-Major,-22.2067,1,0.0724,0.8505,0.6731,0.189,0.0857,112.0,184941,4,21781
SP-004656,Purple Haze Remix,Musician_Hip-Hop_012,Album_Musician_Hip-Hop_012_03,2015-01-06,Hip-Hop,39,True,0.8193,0.7545,2,D-Minor,-8.7257,0,0.131,0.2241,0.0143,0.0481,0.4442,91.5,165007,4,612061
SP-004657,Lost Highway,Musician_Rock_002,Album_Musician_Rock_002_06,2017-06-05,Rock,51,False,0.7307,0.8377,8,G#-Major,-6.97,1,0.0586,0.2124,0.0473,0.2667,0.6689,98.7,249648,4,40086
SP-004658,Fading Light,Musician_Pop_003,Album_Musician_Pop_003_03,2018-11-22,Pop,90,False,0.797,0.4885,2,D-Minor,-5.2031,0,0.0743,0.256,0.0021,0.1031,1.0,90.4,181283,4,79256
SP-004659,Purple Haze,Musician_Jazz_010,Album_Musician_Jazz_010_06,2015-09-28,Jazz,49,False,0.5839,0.0794,5,F-Minor,-13.012,0,0.0,0.8567,0.723,0.0847,0.4317,121.1,362502,4,23312
SP-004660,Spring Rain Extended Mix,Musician_Hip-Hop_010,Album_Musician_Hip-Hop_010_04,2014-05-19,Hip-Hop,85,True,0.9163,0.5572,8,G#-Major,-0.9919,1,0.1495,0.0307,0.0,0.1852,0.888,96.8,208168,4,165328
SP-004661,Falling Stars,Musician_Electronic_013,Album_Musician_Electronic_013_06,2017-12-24,Electronic,34,False,0.8358,0.7804,1,C#-Major,-6.3828,1,0.0396,0.0717,0.3951,0.1411,0.519,117.3,231269,4,98447
SP-004662,Crystal Rain Radio Edit,Musician_Electronic_005,Album_Musician_Electronic_005_02,2020-02-10,Electronic,52,False,0.6688,0.5362,2,D-Minor,-4.4973,0,0.0,0.0472,0.0595,0.1514,0.2256,127.5,229719,4,30196487
SP-004663,Purple Haze,Musician_R&B_007,Album_Musician_R&B_007_02,2018-04-25,R&B,22,False,0.7523,0.478,10,A#-Major,-7.819,1,0.0,0.0,0.0729,0.2462,0.6216,91.1,191873,4,309326
SP-004664,Crystal Rain Remix,Musician_Electronic_018,Album_Musician_Electronic_018_02,2020-12-19,Electronic,62,False,0.649,0.6022,3,D#-Major,-1.1949,1,0.0479,0.0,0.6662,0.1527,0.2621,136.2,354502,4,1760
SP-004665,Crystal Rain,Musician_Hip-Hop_007,Album_Musician_Hip-Hop_007_06,2021-03-23,Hip-Hop,90,False,0.8349,1.0,3,D#-Major,-6.874,1,0.2095,0.08,0.0193,0.2017,0.4327,122.4,173485,4,70966
SP-004666,Silver Lining,Musician_Latin_003,Album_Musician_Latin_003_06,2018-08-08,Latin,42,True,0.847,0.9503,5,F-Minor,-7.9517,0,0.0356,0.0,0.0,0.1216,0.7124,116.2,216491,3,255970
SP-004667,Broken Glass,Musician_Metal_016,Album_Musician_Metal_016_02,2018-02-15,Metal,48,False,0.4542,1.0,1,C#-Minor,-5.7905,0,0.0188,0.0,0.2257,0.0679,0.201,149.0,217455,4,3819
SP-004668,Silver Moon Live,Musician_Metal_013,Album_Musician_Metal_013_01,2021-10-05,Metal,67,False,0.3052,0.8665,4,E-Major,-2.02,1,0.107,0.0218,0.0063,0.2906,0.1995,172.5,310700,4,24866
SP-004669,City Lights Live,Musician_Latin_014,Album_Musician_Latin_014_04,2017-10-16,Latin,41,False,0.4643,0.8955,10,A#-Major,-2.5029,1,0.1064,0.0,0.0238,0.3876,0.9333,111.6,205915,4,2139749
SP-004670,Electric Pulse,Musician_Pop_010,Album_Musician_Pop_010_06,2018-01-02,Pop,40,False,0.498,0.8557,5,F-Minor,-7.8343,0,0.2013,0.1929,0.0592,0.0181,0.6543,135.8,181263,3,8247
SP-004671,Golden Hour Live,Musician_Latin_005,Album_Musician_Latin_005_06,2019-06-09,Latin,81,False,0.7858,0.9199,4,E-Major,-7.3245,1,0.0977,0.3735,0.0534,0.3546,0.9603,99.2,228451,4,3750
SP-004672,Crystal Rain,Musician_Hip-Hop_009,Album_Musician_Hip-Hop_009_03,2022-11-21,Hip-Hop,68,False,0.7158,0.768,11,B-Major,-7.7305,1,0.0552,0.0,0.018,0.1313,0.6323,78.1,202583,4,7988
SP-004673,City Lights,Musician_Hip-Hop_013,Album_Musician_Hip-Hop_013_01,2016-10-02,Hip-Hop,79,False,0.7143,0.7904,6,F#-Major,-5.3278,1,0.1145,0.0405,0.0,0.2491,0.4226,129.1,242616,4,1650
SP-004674,Mountain High,Musician_R&B_009,Album_Musician_R&B_009_03,2015-02-10,R&B,51,False,0.6623,0.3272,8,G#-Minor,-6.752,0,0.178,0.719,0.02,0.0,0.254,112.6,204639,4,655
SP-004675,River Flow,Musician_Electronic_002,Album_Musician_Electronic_002_04,2016-04-17,Electronic,69,True,0.6167,0.7552,5,F-Major,-9.5939,1,0.0449,0.0836,0.3343,0.368,0.316,125.4,220237,4,3359
SP-004676,River Flow,Musician_Rock_012,Album_Musician_Rock_012_02,2017-07-31,Rock,38,True,0.5397,0.8665,7,G-Major,-3.0877,1,0.0446,0.2406,0.0007,0.1016,0.3523,140.7,128967,4,22863
SP-004677,Electric Pulse Extended Mix,Musician_R&B_017,Album_Musician_R&B_017_03,2015-11-16,R&B,75,False,0.736,0.6882,6,F#-Major,-8.3264,1,0.0703,0.5026,0.0008,0.2928,0.7033,91.7,235417,4,15164
SP-004678,Rising Sun,Musician_Rock_007,Album_Musician_Rock_007_05,2015-08-21,Rock,42,False,0.5509,0.5414,2,D-Minor,-4.9785,0,0.0445,0.0962,0.0,0.2367,0.4453,109.7,142608,4,29050
SP-004679,Crystal Rain,Musician_Pop_003,Album_Musician_Pop_003_02,2020-05-03,Pop,77,False,0.6176,0.509,8,G#-Major,-7.0214,1,0.0393,0.3537,0.0,0.0164,0.3445,83.7,203024,4,79256
SP-004680,Dancing Shadows Radio Edit,Musician_Jazz_011,Album_Musician_Jazz_011_01,2018-03-04,Jazz,33,False,0.5007,0.3688,0,C-Major,-13.295,1,0.0261,0.8119,0.4107,0.2663,0.0561,110.5,323044,4,375335
